Date,Open,High,Low,Close,Adj Close,Volume
2018-03-05,1320.000000,1320.949951,1293.750000,1299.750000,1244.902832,842790
2018-03-06,1300.000000,1307.900024,1289.199951,1293.199951,1238.629272,738512
2018-03-07,1293.050049,1307.599976,1291.099976,1293.849976,1239.251709,917890
2018-03-08,1300.000000,1305.550049,1284.199951,1293.150024,1238.581299,739272
2018-03-09,1295.000000,1303.000000,1286.099976,1300.750000,1245.860840,852176
2018-03-12,1305.000000,1327.949951,1294.050049,1324.199951,1268.320923,874857
2018-03-13,1324.900024,1331.449951,1313.699951,1320.550049,1264.825317,1067772
2018-03-14,1317.400024,1325.000000,1311.150024,1316.900024,1261.329346,760665
2018-03-15,1313.900024,1320.000000,1294.250000,1299.949951,1245.094360,536838
2018-03-16,1303.000000,1310.699951,1281.099976,1299.150024,1244.328125,3646692
2018-03-19,1308.000000,1318.199951,1303.250000,1309.400024,1254.145752,1244199
2018-03-20,1306.000000,1320.500000,1306.000000,1313.250000,1257.833130,1249242
2018-03-21,1313.250000,1323.099976,1305.000000,1315.599976,1260.083862,1698614
2018-03-22,1312.500000,1320.500000,1309.050049,1311.849976,1256.492188,950972
2018-03-23,1290.000000,1314.000000,1283.800049,1301.650024,1246.722656,1301609
2018-03-26,1303.000000,1329.900024,1298.000000,1324.300049,1268.416870,1032138
2018-03-27,1339.000000,1340.000000,1321.150024,1332.800049,1276.558228,1040328
2018-03-28,1326.050049,1339.400024,1322.199951,1333.349976,1277.084961,1337677
2018-04-02,1315.000000,1360.550049,1315.000000,1351.300049,1294.277466,708747
2018-04-03,1347.099976,1355.500000,1338.650024,1348.400024,1291.499878,979726
2018-04-04,1348.000000,1360.000000,1339.550049,1357.449951,1300.167847,912607
2018-04-05,1380.000000,1383.800049,1362.699951,1382.199951,1323.873535,588716
2018-04-06,1381.949951,1381.949951,1362.449951,1374.800049,1316.786011,633937
2018-04-09,1367.949951,1396.400024,1367.500000,1391.599976,1332.876953,923543
2018-04-10,1398.800049,1402.800049,1387.000000,1391.500000,1332.781128,969036
2018-04-11,1393.000000,1420.500000,1385.550049,1409.150024,1349.686279,1015714
2018-04-12,1408.000000,1416.000000,1397.099976,1412.750000,1353.134521,510556
2018-04-13,1412.000000,1413.849976,1399.199951,1410.550049,1351.027466,534981
2018-04-16,1408.900024,1423.199951,1404.849976,1419.500000,1359.599609,325041
2018-04-17,1420.500000,1450.500000,1419.800049,1445.550049,1384.550171,1176082
2018-04-18,1450.500000,1456.150024,1440.000000,1450.500000,1389.291504,765225
2018-04-19,1451.400024,1467.900024,1448.349976,1454.199951,1392.835449,682820
2018-04-20,1442.000000,1472.150024,1441.199951,1467.800049,1405.861450,674146
